cancellation_id,ride_pk,cancelled_by_customer,reason_customer,cancelled_by_driver,reason_driver
511,511,1,"Não aplicavel",1,"Personal & Car related issues"
512,512,1,"Não aplicavel",1,"Personal & Car related issues"
513,513,1,"Não aplicavel",1,"The customer was coughing/sick"
514,514,1,"Não aplicavel",1,"The customer was coughing/sick"
515,515,1,"Não aplicavel",1,"Não aplicavel"
516,516,1,"Não aplicavel",1,"Não aplicavel"
517,517,1,"Não aplicavel",1,"Não aplicavel"
518,518,1,"Não aplicavel",1,"Não aplicavel"
519,519,1,"Não aplicavel",1,"Não aplicavel"
520,520,1,"Não aplicavel",1,"Não aplicavel"
521,521,1,"Não aplicavel",1,"Não aplicavel"
522,522,1,"Não aplicavel",1,"Não aplicavel"
523,523,1,"Não aplicavel",1,"Não aplicavel"
524,524,1,"Não aplicavel",1,"The customer was coughing/sick"
525,525,1,"Não aplicavel",1,"Não aplicavel"
526,526,1,"Não aplicavel",1,"Não aplicavel"
527,527,1,"Não aplicavel",1,"More than permitted people in there"
528,528,1,"Não aplicavel",1,"More than permitted people in there"
529,529,1,"Não aplicavel",1,"Não aplicavel"
530,530,1,"Não aplicavel",1,"Não aplicavel"
531,531,1,"Não aplicavel",1,"Personal & Car related issues"
532,532,1,"Driver asked to cancel",1,"Não aplicavel"
533,533,1,"Não aplicavel",1,"More than permitted people in there"
534,534,1,"Não aplicavel",1,"The customer was coughing/sick"
535,535,1,"Não aplicavel",1,"Não aplicavel"
536,536,1,"Não aplicavel",1,"Customer related issue"
537,537,1,"Não aplicavel",1,"Não aplicavel"
538,538,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
539,539,1,"Não aplicavel",1,"The customer was coughing/sick"
540,540,1,"Não aplicavel",1,"The customer was coughing/sick"
541,541,1,"Change of plans",1,"Não aplicavel"
542,542,1,"Não aplicavel",1,"Não aplicavel"
543,543,1,"Não aplicavel",1,"Personal & Car related issues"
544,544,1,"Wrong Address",1,"Não aplicavel"
545,545,1,"Não aplicavel",1,"Não aplicavel"
546,546,1,"Não aplicavel",1,"The customer was coughing/sick"
547,547,1,"Não aplicavel",1,"Não aplicavel"
548,548,1,"Não aplicavel",1,"Não aplicavel"
549,549,1,"Não aplicavel",1,"Não aplicavel"
550,550,1,"Não aplicavel",1,"Não aplicavel"
551,551,1,"Não aplicavel",1,"Não aplicavel"
552,552,1,"Não aplicavel",1,"Não aplicavel"
553,553,1,"Não aplicavel",1,"Não aplicavel"
554,554,1,"Não aplicavel",1,"Não aplicavel"
555,555,1,"Não aplicavel",1,"Não aplicavel"
556,556,1,"Não aplicavel",1,"Não aplicavel"
557,557,1,"Não aplicavel",1,"Não aplicavel"
558,558,1,"Não aplicavel",1,"More than permitted people in there"
559,559,1,"Não aplicavel",1,"Não aplicavel"
560,560,1,"Não aplicavel",1,"Não aplicavel"
561,561,1,"Não aplicavel",1,"Não aplicavel"
562,562,1,"Não aplicavel",1,"Não aplicavel"
563,563,1,"Não aplicavel",1,"Customer related issue"
564,564,1,"Não aplicavel",1,"Personal & Car related issues"
565,565,1,"Não aplicavel",1,"Não aplicavel"
566,566,1,"Não aplicavel",1,"Não aplicavel"
567,567,1,"Não aplicavel",1,"Não aplicavel"
568,568,1,"Não aplicavel",1,"Personal & Car related issues"
569,569,1,"Não aplicavel",1,"Não aplicavel"
570,570,1,"Não aplicavel",1,"Não aplicavel"
571,571,1,"Não aplicavel",1,"Não aplicavel"
572,572,1,"Não aplicavel",1,"Não aplicavel"
573,573,1,"Não aplicavel",1,"Não aplicavel"
574,574,1,"Não aplicavel",1,"Não aplicavel"
575,575,1,"Não aplicavel",1,"Não aplicavel"
576,576,1,"Não aplicavel",1,"Não aplicavel"
577,577,1,"Não aplicavel",1,"More than permitted people in there"
578,578,1,"Não aplicavel",1,"More than permitted people in there"
579,579,1,"Não aplicavel",1,"Não aplicavel"
580,580,1,"Não aplicavel",1,"Não aplicavel"
581,581,1,"Não aplicavel",1,"Não aplicavel"
582,582,1,"Não aplicavel",1,"Não aplicavel"
583,583,1,"AC is not working",1,"Não aplicavel"
584,584,1,"Não aplicavel",1,"Não aplicavel"
585,585,1,"Não aplicavel",1,"The customer was coughing/sick"
586,586,1,"Não aplicavel",1,"Não aplicavel"
587,587,1,"Não aplicavel",1,"Não aplicavel"
588,588,1,"Não aplicavel",1,"Não aplicavel"
589,589,1,"Não aplicavel",1,"Não aplicavel"
590,590,1,"Não aplicavel",1,"Não aplicavel"
591,591,1,"Não aplicavel",1,"Não aplicavel"
592,592,1,"Não aplicavel",1,"Não aplicavel"
593,593,1,"Não aplicavel",1,"Não aplicavel"
594,594,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
595,595,1,"Não aplicavel",1,"Personal & Car related issues"
596,596,1,"Não aplicavel",1,"Não aplicavel"
597,597,1,"Não aplicavel",1,"Não aplicavel"
598,598,1,"Não aplicavel",1,"Não aplicavel"
599,599,1,"Não aplicavel",1,"Não aplicavel"
600,600,1,"Não aplicavel",1,"Não aplicavel"
601,601,1,"Não aplicavel",1,"Personal & Car related issues"
602,602,1,"Não aplicavel",1,"Não aplicavel"
603,603,1,"Não aplicavel",1,"Não aplicavel"
604,604,1,"Não aplicavel",1,"Não aplicavel"
605,605,1,"Não aplicavel",1,"Não aplicavel"
606,606,1,"Não aplicavel",1,"Não aplicavel"
607,607,1,"Não aplicavel",1,"The customer was coughing/sick"
608,608,1,"Não aplicavel",1,"Não aplicavel"
609,609,1,"Não aplicavel",1,"Não aplicavel"
610,610,1,"Não aplicavel",1,"Não aplicavel"
611,611,1,"Não aplicavel",1,"Personal & Car related issues"
612,612,1,"Não aplicavel",1,"Não aplicavel"
613,613,1,"Não aplicavel",1,"Não aplicavel"
614,614,1,"Não aplicavel",1,"Não aplicavel"
615,615,1,"AC is not working",1,"Não aplicavel"
616,616,1,"Não aplicavel",1,"Não aplicavel"
617,617,1,"Não aplicavel",1,"Não aplicavel"
618,618,1,"Não aplicavel",1,"Não aplicavel"
619,619,1,"Não aplicavel",1,"Não aplicavel"
620,620,1,"Não aplicavel",1,"Não aplicavel"
621,621,1,"Não aplicavel",1,"Não aplicavel"
622,622,1,"Não aplicavel",1,"Não aplicavel"
623,623,1,"Não aplicavel",1,"Não aplicavel"
624,624,1,"Não aplicavel",1,"More than permitted people in there"
625,625,1,"Não aplicavel",1,"Não aplicavel"
626,626,1,"Não aplicavel",1,"Não aplicavel"
627,627,1,"Wrong Address",1,"Não aplicavel"
628,628,1,"Não aplicavel",1,"Não aplicavel"
629,629,1,"Não aplicavel",1,"Não aplicavel"
630,630,1,"Não aplicavel",1,"Personal & Car related issues"
631,631,1,"Não aplicavel",1,"Não aplicavel"
632,632,1,"Não aplicavel",1,"Não aplicavel"
633,633,1,"Não aplicavel",1,"Não aplicavel"
634,634,1,"Wrong Address",1,"Não aplicavel"
635,635,1,"Não aplicavel",1,"Não aplicavel"
636,636,1,"Change of plans",1,"Não aplicavel"
637,637,1,"Não aplicavel",1,"Não aplicavel"
638,638,1,"Não aplicavel",1,"Personal & Car related issues"
639,639,1,"Não aplicavel",1,"Personal & Car related issues"
640,640,1,"Não aplicavel",1,"More than permitted people in there"
641,641,1,"Não aplicavel",1,"Não aplicavel"
642,642,1,"Não aplicavel",1,"Não aplicavel"
643,643,1,"Não aplicavel",1,"Não aplicavel"
644,644,1,"Não aplicavel",1,"Não aplicavel"
645,645,1,"Não aplicavel",1,"Não aplicavel"
646,646,1,"Não aplicavel",1,"Não aplicavel"
647,647,1,"Não aplicavel",1,"More than permitted people in there"
648,648,1,"Não aplicavel",1,"Não aplicavel"
649,649,1,"Não aplicavel",1,"Não aplicavel"
650,650,1,"Não aplicavel",1,"More than permitted people in there"
651,651,1,"Não aplicavel",1,"Não aplicavel"
652,652,1,"Não aplicavel",1,"Não aplicavel"
653,653,1,"Não aplicavel",1,"Não aplicavel"
654,654,1,"Não aplicavel",1,"Não aplicavel"
655,655,1,"Não aplicavel",1,"Não aplicavel"
656,656,1,"Não aplicavel",1,"Não aplicavel"
657,657,1,"Não aplicavel",1,"Não aplicavel"
658,658,1,"Não aplicavel",1,"Não aplicavel"
659,659,1,"Não aplicavel",1,"Não aplicavel"
660,660,1,"Não aplicavel",1,"The customer was coughing/sick"
661,661,1,"Não aplicavel",1,"Não aplicavel"
662,662,1,"Não aplicavel",1,"Não aplicavel"
663,663,1,"Não aplicavel",1,"Não aplicavel"
664,664,1,"Não aplicavel",1,"Não aplicavel"
665,665,1,"Não aplicavel",1,"Não aplicavel"
666,666,1,"Não aplicavel",1,"Não aplicavel"
667,667,1,"Não aplicavel",1,"Não aplicavel"
668,668,1,"Não aplicavel",1,"Não aplicavel"
669,669,1,"Não aplicavel",1,"Não aplicavel"
670,670,1,"Não aplicavel",1,"Não aplicavel"
671,671,1,"Não aplicavel",1,"Não aplicavel"
672,672,1,"Não aplicavel",1,"Não aplicavel"
673,673,1,"Não aplicavel",1,"Não aplicavel"
674,674,1,"Não aplicavel",1,"Não aplicavel"
675,675,1,"Não aplicavel",1,"Não aplicavel"
676,676,1,"Não aplicavel",1,"Não aplicavel"
677,677,1,"Não aplicavel",1,"Não aplicavel"
678,678,1,"Não aplicavel",1,"Não aplicavel"
679,679,1,"Não aplicavel",1,"Não aplicavel"
680,680,1,"Não aplicavel",1,"Não aplicavel"
681,681,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
682,682,1,"Não aplicavel",1,"Não aplicavel"
683,683,1,"Não aplicavel",1,"Não aplicavel"
684,684,1,"Não aplicavel",1,"Não aplicavel"
685,685,1,"Não aplicavel",1,"Não aplicavel"
686,686,1,"Não aplicavel",1,"Não aplicavel"
687,687,1,"Não aplicavel",1,"Não aplicavel"
688,688,1,"Não aplicavel",1,"Não aplicavel"
689,689,1,"Não aplicavel",1,"Não aplicavel"
690,690,1,"Não aplicavel",1,"Não aplicavel"
691,691,1,"Não aplicavel",1,"Não aplicavel"
692,692,1,"Não aplicavel",1,"Não aplicavel"
693,693,1,"Não aplicavel",1,"More than permitted people in there"
694,694,1,"Não aplicavel",1,"Não aplicavel"
695,695,1,"Não aplicavel",1,"Não aplicavel"
696,696,1,"Não aplicavel",1,"Não aplicavel"
697,697,1,"Não aplicavel",1,"Não aplicavel"
698,698,1,"Não aplicavel",1,"Não aplicavel"
699,699,1,"Não aplicavel",1,"Não aplicavel"
700,700,1,"Não aplicavel",1,"Não aplicavel"
701,701,1,"Não aplicavel",1,"The customer was coughing/sick"
702,702,1,"Não aplicavel",1,"Não aplicavel"
703,703,1,"Não aplicavel",1,"Não aplicavel"
704,704,1,"Não aplicavel",1,"Customer related issue"
705,705,1,"Não aplicavel",1,"Não aplicavel"
706,706,1,"Não aplicavel",1,"More than permitted people in there"
707,707,1,"Não aplicavel",1,"Não aplicavel"
708,708,1,"Não aplicavel",1,"Não aplicavel"
709,709,1,"Não aplicavel",1,"Não aplicavel"
710,710,1,"Não aplicavel",1,"Não aplicavel"
711,711,1,"Não aplicavel",1,"Não aplicavel"
712,712,1,"Wrong Address",1,"Não aplicavel"
713,713,1,"Não aplicavel",1,"The customer was coughing/sick"
714,714,1,"Não aplicavel",1,"Não aplicavel"
715,715,1,"Não aplicavel",1,"Não aplicavel"
716,716,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
717,717,1,"Não aplicavel",1,"Não aplicavel"
718,718,1,"Não aplicavel",1,"Customer related issue"
719,719,1,"Não aplicavel",1,"Não aplicavel"
720,720,1,"Não aplicavel",1,"Não aplicavel"
721,721,1,"Não aplicavel",1,"Não aplicavel"
722,722,1,"Não aplicavel",1,"Não aplicavel"
723,723,1,"Não aplicavel",1,"Não aplicavel"
724,724,1,"Não aplicavel",1,"Não aplicavel"
725,725,1,"Não aplicavel",1,"Não aplicavel"
726,726,1,"Change of plans",1,"Não aplicavel"
727,727,1,"Não aplicavel",1,"More than permitted people in there"
728,728,1,"Não aplicavel",1,"Não aplicavel"
729,729,1,"AC is not working",1,"Não aplicavel"
730,730,1,"Não aplicavel",1,"Não aplicavel"
731,731,1,"Não aplicavel",1,"Não aplicavel"
732,732,1,"Não aplicavel",1,"Não aplicavel"
733,733,1,"Não aplicavel",1,"Não aplicavel"
734,734,1,"Não aplicavel",1,"Não aplicavel"
735,735,1,"Não aplicavel",1,"Não aplicavel"
736,736,1,"Não aplicavel",1,"The customer was coughing/sick"
737,737,1,"Não aplicavel",1,"Não aplicavel"
738,738,1,"Não aplicavel",1,"Não aplicavel"
739,739,1,"Não aplicavel",1,"Não aplicavel"
740,740,1,"Não aplicavel",1,"Customer related issue"
741,741,1,"Não aplicavel",1,"Não aplicavel"
742,742,1,"Não aplicavel",1,"Não aplicavel"
743,743,1,"Não aplicavel",1,"Não aplicavel"
744,744,1,"Não aplicavel",1,"Não aplicavel"
745,745,1,"Não aplicavel",1,"Não aplicavel"
746,746,1,"Não aplicavel",1,"Não aplicavel"
747,747,1,"Não aplicavel",1,"Não aplicavel"
748,748,1,"Não aplicavel",1,"The customer was coughing/sick"
749,749,1,"Não aplicavel",1,"Personal & Car related issues"
750,750,1,"Não aplicavel",1,"Não aplicavel"
751,751,1,"Não aplicavel",1,"Não aplicavel"
752,752,1,"Não aplicavel",1,"Não aplicavel"
753,753,1,"Não aplicavel",1,"Personal & Car related issues"
754,754,1,"Não aplicavel",1,"Personal & Car related issues"
755,755,1,"Não aplicavel",1,"Não aplicavel"
756,756,1,"Não aplicavel",1,"Não aplicavel"
757,757,1,"Não aplicavel",1,"Não aplicavel"
758,758,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
759,759,1,"Não aplicavel",1,"Personal & Car related issues"
760,760,1,"Não aplicavel",1,"Não aplicavel"
761,761,1,"Não aplicavel",1,"Não aplicavel"
762,762,1,"Não aplicavel",1,"Não aplicavel"
763,763,1,"Não aplicavel",1,"Não aplicavel"
764,764,1,"Não aplicavel",1,"Não aplicavel"
765,765,1,"Não aplicavel",1,"Não aplicavel"
766,766,1,"Não aplicavel",1,"Não aplicavel"
767,767,1,"Não aplicavel",1,"Não aplicavel"
768,768,1,"Não aplicavel",1,"Não aplicavel"
769,769,1,"Não aplicavel",1,"Não aplicavel"
770,770,1,"Não aplicavel",1,"Não aplicavel"
771,771,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
772,772,1,"Não aplicavel",1,"More than permitted people in there"
773,773,1,"Não aplicavel",1,"Não aplicavel"
774,774,1,"Não aplicavel",1,"Não aplicavel"
775,775,1,"Não aplicavel",1,"Não aplicavel"
776,776,1,"Não aplicavel",1,"Não aplicavel"
777,777,1,"Não aplicavel",1,"Não aplicavel"
778,778,1,"Não aplicavel",1,"Não aplicavel"
779,779,1,"Não aplicavel",1,"Não aplicavel"
780,780,1,"Não aplicavel",1,"Não aplicavel"
781,781,1,"Não aplicavel",1,"Não aplicavel"
782,782,1,"Não aplicavel",1,"Não aplicavel"
783,783,1,"Não aplicavel",1,"Não aplicavel"
784,784,1,"Não aplicavel",1,"Customer related issue"
785,785,1,"Não aplicavel",1,"Não aplicavel"
786,786,1,"Não aplicavel",1,"Não aplicavel"
787,787,1,"Não aplicavel",1,"Não aplicavel"
788,788,1,"Não aplicavel",1,"Não aplicavel"
789,789,1,"Não aplicavel",1,"Não aplicavel"
790,790,1,"Não aplicavel",1,"Não aplicavel"
791,791,1,"Não aplicavel",1,"Não aplicavel"
792,792,1,"Não aplicavel",1,"Não aplicavel"
793,793,1,"Não aplicavel",1,"Não aplicavel"
794,794,1,"Não aplicavel",1,"More than permitted people in there"
795,795,1,"Não aplicavel",1,"Não aplicavel"
796,796,1,"Não aplicavel",1,"Não aplicavel"
797,797,1,"Não aplicavel",1,"Não aplicavel"
798,798,1,"Não aplicavel",1,"Não aplicavel"
799,799,1,"Não aplicavel",1,"Não aplicavel"
800,800,1,"Não aplicavel",1,"More than permitted people in there"
801,801,1,"Não aplicavel",1,"The customer was coughing/sick"
802,802,1,"Não aplicavel",1,"Não aplicavel"
803,803,1,"Não aplicavel",1,"Não aplicavel"
804,804,1,"Não aplicavel",1,"Não aplicavel"
805,805,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
806,806,1,"Não aplicavel",1,"Não aplicavel"
807,807,1,"Não aplicavel",1,"Não aplicavel"
808,808,1,"Não aplicavel",1,"Não aplicavel"
809,809,1,"Não aplicavel",1,"The customer was coughing/sick"
810,810,1,"Não aplicavel",1,"Não aplicavel"
811,811,1,"Não aplicavel",1,"Não aplicavel"
812,812,1,"Não aplicavel",1,"The customer was coughing/sick"
813,813,1,"Change of plans",1,"Não aplicavel"
814,814,1,"Não aplicavel",1,"Não aplicavel"
815,815,1,"Não aplicavel",1,"Não aplicavel"
816,816,1,"Não aplicavel",1,"Personal & Car related issues"
817,817,1,"Não aplicavel",1,"Customer related issue"
818,818,1,"Não aplicavel",1,"Não aplicavel"
819,819,1,"Não aplicavel",1,"Personal & Car related issues"
820,820,1,"Não aplicavel",1,"Não aplicavel"
821,821,1,"Não aplicavel",1,"Não aplicavel"
822,822,1,"Não aplicavel",1,"Não aplicavel"
823,823,1,"Não aplicavel",1,"Não aplicavel"
824,824,1,"Não aplicavel",1,"The customer was coughing/sick"
825,825,1,"Não aplicavel",1,"Não aplicavel"
826,826,1,"Não aplicavel",1,"Não aplicavel"
827,827,1,"Não aplicavel",1,"Não aplicavel"
828,828,1,"Não aplicavel",1,"Não aplicavel"
829,829,1,"Não aplicavel",1,"Não aplicavel"
830,830,1,"Change of plans",1,"Não aplicavel"
831,831,1,"Não aplicavel",1,"Customer related issue"
832,832,1,"Não aplicavel",1,"Não aplicavel"
833,833,1,"Não aplicavel",1,"Não aplicavel"
834,834,1,"Não aplicavel",1,"Não aplicavel"
835,835,1,"Não aplicavel",1,"Não aplicavel"
836,836,1,"Não aplicavel",1,"More than permitted people in there"
837,837,1,"Não aplicavel",1,"Não aplicavel"
838,838,1,"Não aplicavel",1,"Não aplicavel"
839,839,1,"Change of plans",1,"Não aplicavel"
840,840,1,"Não aplicavel",1,"Não aplicavel"
841,841,1,"Não aplicavel",1,"Não aplicavel"
842,842,1,"Não aplicavel",1,"Não aplicavel"
843,843,1,"Não aplicavel",1,"Não aplicavel"
844,844,1,"Não aplicavel",1,"Não aplicavel"
845,845,1,"Não aplicavel",1,"Não aplicavel"
846,846,1,"Não aplicavel",1,"Não aplicavel"
847,847,1,"Não aplicavel",1,"Customer related issue"
848,848,1,"Não aplicavel",1,"Não aplicavel"
849,849,1,"Não aplicavel",1,"The customer was coughing/sick"
850,850,1,"Não aplicavel",1,"Não aplicavel"
851,851,1,"Não aplicavel",1,"Não aplicavel"
852,852,1,"Não aplicavel",1,"Não aplicavel"
853,853,1,"Não aplicavel",1,"Não aplicavel"
854,854,1,"Não aplicavel",1,"Não aplicavel"
855,855,1,"Não aplicavel",1,"More than permitted people in there"
856,856,1,"Não aplicavel",1,"Não aplicavel"
857,857,1,"Não aplicavel",1,"Não aplicavel"
858,858,1,"Não aplicavel",1,"Não aplicavel"
859,859,1,"Não aplicavel",1,"Não aplicavel"
860,860,1,"Não aplicavel",1,"Não aplicavel"
861,861,1,"Não aplicavel",1,"Não aplicavel"
862,862,1,"Não aplicavel",1,"Não aplicavel"
863,863,1,"Não aplicavel",1,"Não aplicavel"
864,864,1,"Não aplicavel",1,"Não aplicavel"
865,865,1,"Não aplicavel",1,"Não aplicavel"
866,866,1,"Não aplicavel",1,"More than permitted people in there"
867,867,1,"Não aplicavel",1,"Customer related issue"
868,868,1,"Não aplicavel",1,"Customer related issue"
869,869,1,"Não aplicavel",1,"Não aplicavel"
870,870,1,"Não aplicavel",1,"Não aplicavel"
871,871,1,"Não aplicavel",1,"Não aplicavel"
872,872,1,"Não aplicavel",1,"Não aplicavel"
873,873,1,"Não aplicavel",1,"Não aplicavel"
874,874,1,"Não aplicavel",1,"Não aplicavel"
875,875,1,"Não aplicavel",1,"Não aplicavel"
876,876,1,"Não aplicavel",1,"Não aplicavel"
877,877,1,"Não aplicavel",1,"Não aplicavel"
878,878,1,"Não aplicavel",1,"Não aplicavel"
879,879,1,"Não aplicavel",1,"Não aplicavel"
880,880,1,"Não aplicavel",1,"Não aplicavel"
881,881,1,"Não aplicavel",1,"More than permitted people in there"
882,882,1,"Não aplicavel",1,"Não aplicavel"
883,883,1,"Não aplicavel",1,"Não aplicavel"
884,884,1,"Não aplicavel",1,"Não aplicavel"
885,885,1,"Não aplicavel",1,"Não aplicavel"
886,886,1,"Não aplicavel",1,"Não aplicavel"
887,887,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
888,888,1,"Não aplicavel",1,"Não aplicavel"
889,889,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
890,890,1,"Não aplicavel",1,"Não aplicavel"
891,891,1,"Não aplicavel",1,"Não aplicavel"
892,892,1,"Não aplicavel",1,"Não aplicavel"
893,893,1,"Não aplicavel",1,"More than permitted people in there"
894,894,1,"Não aplicavel",1,"Não aplicavel"
895,895,1,"Não aplicavel",1,"Não aplicavel"
896,896,1,"Não aplicavel",1,"Customer related issue"
897,897,1,"Não aplicavel",1,"Não aplicavel"
898,898,1,"Não aplicavel",1,"Não aplicavel"
899,899,1,"Não aplicavel",1,"The customer was coughing/sick"
900,900,1,"Não aplicavel",1,"More than permitted people in there"
901,901,1,"Wrong Address",1,"Não aplicavel"
902,902,1,"Não aplicavel",1,"Não aplicavel"
903,903,1,"Não aplicavel",1,"Não aplicavel"
904,904,1,"Não aplicavel",1,"Não aplicavel"
905,905,1,"Wrong Address",1,"Não aplicavel"
906,906,1,"Wrong Address",1,"Não aplicavel"
907,907,1,"Não aplicavel",1,"Não aplicavel"
908,908,1,"Não aplicavel",1,"Não aplicavel"
909,909,1,"Não aplicavel",1,"Não aplicavel"
910,910,1,"Não aplicavel",1,"Não aplicavel"
911,911,1,"Não aplicavel",1,"Não aplicavel"
912,912,1,"Não aplicavel",1,"Não aplicavel"
913,913,1,"Não aplicavel",1,"Não aplicavel"
914,914,1,"Não aplicavel",1,"Não aplicavel"
915,915,1,"Não aplicavel",1,"Não aplicavel"
916,916,1,"Não aplicavel",1,"Não aplicavel"
917,917,1,"Não aplicavel",1,"Não aplicavel"
918,918,1,"Não aplicavel",1,"More than permitted people in there"
919,919,1,"Não aplicavel",1,"Não aplicavel"
920,920,1,"Não aplicavel",1,"Não aplicavel"
921,921,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
922,922,1,"Não aplicavel",1,"Não aplicavel"
923,923,1,"Não aplicavel",1,"Personal & Car related issues"
924,924,1,"Não aplicavel",1,"Não aplicavel"
925,925,1,"Não aplicavel",1,"Não aplicavel"
926,926,1,"Não aplicavel",1,"Não aplicavel"
927,927,1,"Não aplicavel",1,"Não aplicavel"
928,928,1,"Não aplicavel",1,"Não aplicavel"
929,929,1,"Não aplicavel",1,"Não aplicavel"
930,930,1,"Não aplicavel",1,"Personal & Car related issues"
931,931,1,"Não aplicavel",1,"Não aplicavel"
932,932,1,"Não aplicavel",1,"Não aplicavel"
933,933,1,"Não aplicavel",1,"Não aplicavel"
934,934,1,"Não aplicavel",1,"Não aplicavel"
935,935,1,"Não aplicavel",1,"Não aplicavel"
936,936,1,"Não aplicavel",1,"Não aplicavel"
937,937,1,"Change of plans",1,"Não aplicavel"
938,938,1,"Driver asked to cancel",1,"Não aplicavel"
939,939,1,"Não aplicavel",1,"Não aplicavel"
940,940,1,"Não aplicavel",1,"Personal & Car related issues"
941,941,1,"Não aplicavel",1,"Não aplicavel"
942,942,1,"Não aplicavel",1,"More than permitted people in there"
943,943,1,"Não aplicavel",1,"Personal & Car related issues"
944,944,1,"Não aplicavel",1,"Não aplicavel"
945,945,1,"Não aplicavel",1,"Não aplicavel"
946,946,1,"Não aplicavel",1,"Não aplicavel"
947,947,1,"Não aplicavel",1,"Não aplicavel"
948,948,1,"Não aplicavel",1,"Não aplicavel"
949,949,1,"Não aplicavel",1,"The customer was coughing/sick"
950,950,1,"Não aplicavel",1,"Não aplicavel"
951,951,1,"Não aplicavel",1,"Não aplicavel"
952,952,1,"Não aplicavel",1,"Não aplicavel"
953,953,1,"Não aplicavel",1,"Não aplicavel"
954,954,1,"Não aplicavel",1,"Não aplicavel"
955,955,1,"Change of plans",1,"Não aplicavel"
956,956,1,"Não aplicavel",1,"Não aplicavel"
957,957,1,"Não aplicavel",1,"Não aplicavel"
958,958,1,"Change of plans",1,"Não aplicavel"
959,959,1,"Não aplicavel",1,"Não aplicavel"
960,960,1,"Não aplicavel",1,"More than permitted people in there"
961,961,1,"Wrong Address",1,"Não aplicavel"
962,962,1,"Não aplicavel",1,"Não aplicavel"
963,963,1,"Não aplicavel",1,"Não aplicavel"
964,964,1,"Não aplicavel",1,"Não aplicavel"
965,965,1,"Não aplicavel",1,"Não aplicavel"
966,966,1,"Não aplicavel",1,"Não aplicavel"
967,967,1,"Não aplicavel",1,"Não aplicavel"
968,968,1,"Não aplicavel",1,"Não aplicavel"
969,969,1,"Não aplicavel",1,"Não aplicavel"
970,970,1,"Não aplicavel",1,"Não aplicavel"
971,971,1,"Não aplicavel",1,"Não aplicavel"
972,972,1,"Não aplicavel",1,"Não aplicavel"
973,973,1,"Não aplicavel",1,"Não aplicavel"
974,974,1,"Não aplicavel",1,"Não aplicavel"
975,975,1,"Não aplicavel",1,"Não aplicavel"
976,976,1,"Não aplicavel",1,"Não aplicavel"
977,977,1,"Não aplicavel",1,"Não aplicavel"
978,978,1,"Não aplicavel",1,"Não aplicavel"
979,979,1,"Não aplicavel",1,"More than permitted people in there"
980,980,1,"Não aplicavel",1,"Customer related issue"
981,981,1,"Não aplicavel",1,"Não aplicavel"
982,982,1,"Não aplicavel",1,"Não aplicavel"
983,983,1,"Não aplicavel",1,"Não aplicavel"
984,984,1,"Não aplicavel",1,"Customer related issue"
985,985,1,"Não aplicavel",1,"Não aplicavel"
986,986,1,"Não aplicavel",1,"Não aplicavel"
987,987,1,"Não aplicavel",1,"Não aplicavel"
988,988,1,"Não aplicavel",1,"Customer related issue"
989,989,1,"Wrong Address",1,"Não aplicavel"
990,990,1,"Não aplicavel",1,"The customer was coughing/sick"
991,991,1,"Não aplicavel",1,"Não aplicavel"
992,992,1,"Não aplicavel",1,"Não aplicavel"
993,993,1,"Driver is not moving towards pickup location",1,"Não aplicavel"
994,994,1,"Não aplicavel",1,"Não aplicavel"
995,995,1,"Não aplicavel",1,"Não aplicavel"
996,996,1,"Não aplicavel",1,"Não aplicavel"
997,997,1,"Não aplicavel",1,"Não aplicavel"
998,998,1,"Não aplicavel",1,"Não aplicavel"
999,999,1,"Driver asked to cancel",1,"Não aplicavel"
1000,1000,1,"Não aplicavel",1,"Não aplicavel"
